transaction_amount,customer_tenure_months,retry_count,gateway_response_time_ms,is_high_value_transaction,is_repeat_failure,failure_reason_bank_decline,failure_reason_card_expired,failure_reason_insufficient_funds,failure_reason_network_error,payment_method_Bank transfer (automatic),payment_method_Credit card (automatic),payment_method_Electronic check,payment_method_Mailed check,customer_segment_high_value_repeat,customer_segment_new_customer,customer_segment_occasional
241.8,50,0,345,0,0,True,False,False,False,True,False,False,False,True,False,False
958.2,10,3,426,1,1,False,False,True,False,False,False,False,True,False,False,True
588.5999999999999,1,2,50,0,1,False,False,True,False,False,False,False,True,False,True,False
244.8,52,0,332,0,0,False,True,False,False,False,False,True,False,True,False,False
1339.1999999999998,64,0,514,1,0,True,False,False,False,True,False,False,False,True,False,False
291.0,62,2,341,0,1,True,False,False,False,True,False,False,False,True,False,False
774.0,3,1,330,0,0,False,False,True,False,True,False,False,False,False,True,False
1326.0,56,1,1666,1,0,False,False,False,True,False,False,True,False,True,False,False
667.8,46,2,550,0,1,False,True,False,False,False,True,False,False,True,False,False
655.8,8,0,482,0,0,True,False,False,False,False,False,False,True,False,False,True
897.0,30,0,523,1,0,False,False,True,False,False,False,True,False,True,False,False
310.79999999999995,45,0,141,0,0,False,True,False,False,False,True,False,False,True,False,False
952.2,1,2,375,1,1,True,False,False,False,False,False,True,False,False,True,False
606.5999999999999,11,1,357,0,0,False,False,True,False,False,False,True,False,False,False,True
901.8,7,0,357,1,0,False,True,False,False,True,False,False,False,False,False,True
1245.6,42,0,307,1,0,False,False,True,False,True,False,False,False,True,False,False
241.8,49,0,348,0,0,False,False,True,False,True,False,False,False,True,False,False
1191.6,9,0,527,1,0,False,False,True,False,False,True,False,False,False,False,True
745.8,35,1,113,0,0,True,False,False,False,True,False,False,False,True,False,False
247.8,48,1,666,0,0,False,False,True,False,True,False,False,False,True,False,False
239.4,46,2,472,0,1,False,True,False,False,False,False,False,True,True,False,False
405.0,29,1,2466,0,0,False,False,False,True,False,False,False,True,True,False,False
984.6,30,0,536,1,0,False,False,True,False,True,False,False,False,True,False,False
896.4000000000001,1,1,182,1,0,False,True,False,False,False,False,True,False,False,True,False
1008.0,66,2,1968,1,1,False,False,False,True,False,False,False,True,True,False,False
1332.6,65,1,381,1,0,True,False,False,False,False,True,False,False,True,False,False
1210.8000000000002,72,2,604,1,1,False,True,False,False,True,False,False,False,True,False,False
947.4,12,1,2462,1,0,False,False,False,True,False,False,True,False,False,False,True
802.1999999999999,71,1,467,0,0,False,False,True,False,False,True,False,False,True,False,False
252.6,5,0,311,0,0,True,False,False,False,False,False,False,True,False,False,True
252.0,52,0,473,0,0,False,False,True,False,True,False,False,False,True,False,False
1182.0,25,0,3841,1,0,False,False,False,True,False,False,True,False,True,False,False
242.4,1,0,549,0,0,False,False,True,False,False,False,False,True,False,True,False
233.4,1,1,387,0,0,True,False,False,False,False,False,True,False,False,True,False
1140.0,38,0,3040,1,0,False,False,False,True,True,False,False,False,True,False,False
546.5999999999999,66,1,2962,0,0,False,False,False,True,True,False,False,False,True,False,False
1320.0,68,3,475,1,1,False,False,True,False,True,False,False,False,True,False,False
291.6,5,0,566,0,0,False,False,True,False,False,False,False,True,False,False,True
1249.8000000000002,72,0,565,1,0,False,True,False,False,False,False,True,False,True,False,False
361.8,32,2,2398,0,1,False,False,False,True,False,False,False,True,True,False,False
1132.1999999999998,43,0,496,1,0,False,False,True,False,False,False,False,True,True,False,False
232.8,72,0,342,0,0,True,False,False,False,False,True,False,False,True,False,False
1161.0,55,0,261,1,0,True,False,False,False,False,False,True,False,True,False,False
695.4000000000001,52,0,359,0,0,False,False,True,False,False,True,False,False,True,False,False
1099.8000000000002,43,3,388,1,1,True,False,False,False,False,False,True,False,True,False,False
918.0,37,2,150,1,1,False,True,False,False,False,False,True,False,True,False,False
655.2,64,1,529,0,0,False,True,False,False,False,False,True,False,True,False,False
1078.1999999999998,3,2,50,1,1,False,False,True,False,False,False,True,False,False,True,False
372.6,36,2,807,0,1,False,True,False,False,True,False,False,False,True,False,False
1203.0,10,0,3701,1,0,False,False,False,True,False,False,True,False,False,False,True
247.8,41,2,360,0,1,False,False,True,False,False,False,False,True,True,False,False
1022.4,27,1,401,1,0,False,True,False,False,False,True,False,False,True,False,False
1197.6,56,2,2742,1,1,False,False,False,True,False,True,False,False,True,False,False
248.4,6,2,2028,0,1,False,False,False,True,False,False,False,True,False,False,True
892.8000000000001,3,0,428,1,0,False,False,True,False,False,False,True,False,False,True,False
608.4000000000001,7,0,378,0,0,True,False,False,False,False,False,False,True,False,False,True
250.2,4,0,385,0,0,False,True,False,False,False,False,False,True,False,False,True
1067.4,33,0,427,1,0,False,False,True,False,False,False,True,False,True,False,False
936.6,27,2,202,1,1,False,False,True,False,False,False,True,False,True,False,False
282.6,72,2,405,0,1,False,True,False,False,True,False,False,False,True,False,False
237.0,1,0,424,0,0,True,False,False,False,False,False,False,True,False,True,False
677.4000000000001,71,1,419,0,0,False,False,True,False,False,False,True,False,True,False,False
1031.4,13,0,2327,1,0,False,False,False,True,False,False,True,False,False,False,True
703.2,25,0,570,0,0,False,False,True,False,False,True,False,False,True,False,False
606.5999999999999,67,0,346,0,0,False,True,False,False,True,False,False,False,True,False,False
425.4,1,0,434,0,0,True,False,False,False,False,False,True,False,False,True,False
532.2,2,3,3537,0,1,False,False,False,True,False,False,True,False,False,True,False
308.4,43,0,388,0,0,False,False,True,False,False,True,False,False,True,False,False
900.0,23,1,432,1,0,False,True,False,False,True,False,False,False,False,False,True
242.4,64,1,385,0,0,False,False,True,False,False,False,False,True,True,False,False
235.2,57,0,585,0,0,False,False,True,False,False,False,False,True,True,False,False
845.4000000000001,1,3,2293,1,1,False,False,False,True,False,False,False,True,False,True,False
1056.6,72,3,3526,1,1,False,False,False,True,False,True,False,False,True,False,False
853.8000000000001,8,0,384,1,0,False,False,True,False,False,False,True,False,False,False,True
1212.6,61,1,271,1,0,True,False,False,False,True,False,False,False,True,False,False
1011.6,64,0,501,1,0,False,True,False,False,False,True,False,False,True,False,False
287.4,71,0,354,0,0,False,False,True,False,True,False,False,False,True,False,False
1188.6,65,0,493,1,0,False,True,False,False,False,True,False,False,True,False,False
235.2,3,1,50,0,0,False,True,False,False,False,False,False,True,False,True,False
547.8,1,1,400,0,0,False,True,False,False,False,False,True,False,False,True,False
774.0,30,0,331,0,0,False,True,False,False,False,True,False,False,True,False,False
834.0,15,0,240,0,0,False,True,False,False,False,False,False,True,False,False,True
822.5999999999999,8,3,317,0,1,False,False,True,False,False,False,True,False,False,False,True
1140.0,7,0,313,1,0,True,False,False,False,False,False,False,True,False,False,True
1297.8000000000002,70,0,392,1,0,False,True,False,False,False,True,False,False,True,False,False
1033.1999999999998,62,1,194,1,0,False,False,True,False,False,False,True,False,True,False,False
236.4,6,3,2753,0,1,False,False,False,True,False,False,False,True,False,False,True
970.8,14,0,604,1,0,True,False,False,False,True,False,False,False,False,False,True
1009.8,22,1,442,1,0,True,False,False,False,True,False,False,False,False,False,True
241.8,22,2,521,0,1,False,False,True,False,False,False,False,True,False,False,True
771.0,16,0,564,0,0,False,False,True,False,False,False,False,True,False,False,True
308.4,10,1,585,0,0,False,True,False,False,True,False,False,False,False,False,True
672.0,13,0,680,0,0,False,False,True,False,False,False,True,False,False,False,True
988.8,20,1,325,1,0,True,False,False,False,False,False,True,False,False,False,True
836.4000000000001,2,1,292,0,0,False,False,True,False,False,False,True,False,False,True,False
886.8000000000001,53,1,517,1,0,False,False,True,False,True,False,False,False,True,False,False
247.2,11,0,506,0,0,False,False,True,False,False,False,False,True,False,False,True
238.8,69,2,516,0,1,False,False,True,False,False,False,False,True,True,False,False
850.8000000000001,4,0,4011,1,0,False,False,False,True,True,False,False,False,False,False,True
1068.6,72,0,401,1,0,False,True,False,False,True,False,False,False,True,False,False
543.5999999999999,58,0,463,0,0,False,False,True,False,False,False,True,False,True,False,False
244.8,16,1,252,0,0,False,False,True,False,False,False,True,False,False,False,True
1011.0,43,1,720,1,0,False,True,False,False,True,False,False,False,True,False,False
1252.8000000000002,2,0,349,1,0,False,False,True,False,False,False,True,False,False,True,False
983.4,14,1,353,1,0,False,True,False,False,False,False,False,True,False,False,True
1138.1999999999998,53,0,347,1,0,False,True,False,False,True,False,False,False,True,False,False
246.6,32,1,1984,0,0,False,False,False,True,True,False,False,False,True,False,False
296.4,34,0,290,0,0,True,False,False,False,False,False,True,False,True,False,False
893.4000000000001,15,1,321,1,0,True,False,False,False,False,False,False,True,False,False,True
917.4,7,0,195,1,0,True,False,False,False,True,False,False,False,False,False,True
1264.1999999999998,15,3,282,1,1,False,False,True,False,True,False,False,False,False,False,True
246.6,61,0,692,0,0,False,False,True,False,False,True,False,False,True,False,False
359.4,1,0,510,0,0,False,False,True,False,True,False,False,False,False,True,False
543.5999999999999,1,0,538,0,0,True,False,False,False,False,False,False,True,False,True,False
1014.0,8,3,576,1,1,True,False,False,False,True,False,False,False,False,False,True
897.0,33,2,675,1,1,True,False,False,False,False,True,False,False,True,False,False
951.0,13,0,134,1,0,False,False,True,False,False,False,True,False,False,False,True
297.6,1,1,215,0,0,True,False,False,False,False,False,True,False,False,True,False
621.5999999999999,20,2,279,0,1,False,False,True,False,False,False,False,True,False,False,True
364.8,3,1,329,0,0,False,False,True,False,False,False,True,False,False,True,False
235.8,13,1,354,0,0,False,False,True,False,False,False,True,False,False,False,True
679.2,40,0,332,0,0,False,False,True,False,False,True,False,False,True,False,False
862.8000000000001,43,0,432,1,0,False,True,False,False,False,True,False,False,True,False,False
1092.0,6,2,405,1,1,False,False,True,False,False,False,True,False,False,False,True
237.0,69,3,291,0,1,False,True,False,False,True,False,False,False,True,False,False
1316.4,72,1,73,1,0,False,True,False,False,False,True,False,False,True,False,False
231.6,59,0,251,0,0,True,False,False,False,False,True,False,False,True,False,False
1158.6,20,0,2060,1,0,False,False,False,True,False,False,True,False,False,False,True
289.20000000000005,24,1,362,0,0,False,False,True,False,True,False,False,False,False,False,True
1336.1999999999998,59,2,230,1,1,True,False,False,False,False,False,True,False,True,False,False
1347.0,72,2,326,1,1,True,False,False,False,True,False,False,False,True,False,False
249.0,1,2,230,0,1,False,False,True,False,False,False,False,True,False,True,False
1222.8000000000002,27,1,381,1,0,False,True,False,False,False,True,False,False,True,False,False
960.6,14,0,239,1,0,False,False,True,False,False,True,False,False,False,False,True
1266.6,71,0,272,1,0,False,False,True,False,False,False,True,False,True,False,False
939.6,13,2,1453,1,1,False,False,False,True,False,True,False,False,False,False,True
826.1999999999999,44,1,376,0,0,True,False,False,False,False,True,False,False,True,False,False
959.4,33,0,270,1,0,False,False,True,False,True,False,False,False,True,False,False
665.4000000000001,72,0,536,0,0,True,False,False,False,False,True,False,False,True,False,False
958.8,1,1,460,1,0,True,False,False,False,False,False,True,False,False,True,False
1279.1999999999998,19,0,389,1,0,True,False,False,False,False,False,True,False,False,False,True
1229.4,64,0,280,1,0,False,False,True,False,False,True,False,False,True,False,False
552.0,2,1,457,0,0,True,False,False,False,False,True,False,False,False,True,False
303.0,1,1,503,0,0,False,False,True,False,False,False,True,False,False,True,False
237.0,61,1,421,0,0,False,True,False,False,False,False,False,True,True,False,False
240.0,29,0,640,0,0,False,False,True,False,False,False,True,False,True,False,False
1041.6,23,1,468,1,0,False,False,True,False,False,False,True,False,False,False,True
705.0,57,0,3230,0,0,False,False,False,True,True,False,False,False,True,False,False
543.0,72,0,420,0,0,False,False,True,False,False,True,False,False,True,False,False
679.2,66,1,501,0,0,False,False,True,False,True,False,False,False,True,False,False
1010.4,65,1,280,1,0,False,False,True,False,True,False,False,False,True,False,False
960.0,8,2,2133,1,1,False,False,False,True,True,False,False,False,False,False,True
841.8000000000001,4,1,452,0,0,False,False,True,False,False,False,True,False,False,False,True
297.0,71,1,451,0,0,True,False,False,False,True,False,False,False,True,False,False
242.4,1,0,476,0,0,False,False,True,False,False,False,True,False,False,True,False
600.5999999999999,4,0,565,0,0,False,False,True,False,False,False,False,True,False,False,True
232.2,12,0,186,0,0,False,False,True,False,True,False,False,False,False,False,True
607.2,24,0,253,0,0,False,True,False,False,False,False,False,True,False,False,True
973.8,31,3,434,1,1,False,False,True,False,False,False,False,True,True,False,False
662.4000000000001,1,0,291,0,0,False,False,True,False,False,False,False,True,False,True,False
1078.8000000000002,30,2,906,1,1,True,False,False,False,False,True,False,False,True,False,False
1023.6,47,1,477,1,0,False,True,False,False,False,True,False,False,True,False,False
1296.0,54,2,388,1,1,False,False,True,False,False,True,False,False,True,False,False
1122.0,50,1,322,1,0,False,False,True,False,False,True,False,False,True,False,False
1015.2,1,1,327,1,0,True,False,False,False,False,False,False,True,False,True,False
243.0,72,1,404,0,0,False,False,True,False,False,True,False,False,True,False,False
301.79999999999995,29,0,416,0,0,False,False,True,False,False,False,True,False,True,False,False
652.8,2,1,2134,0,0,False,False,False,True,False,False,False,True,False,True,False
355.20000000000005,10,0,359,0,0,False,True,False,False,False,False,False,True,False,False,True
877.8000000000001,18,0,601,1,0,False,True,False,False,False,False,True,False,False,False,True
1140.0,11,1,607,1,0,False,False,True,False,False,False,True,False,False,False,True
237.0,16,0,437,0,0,False,False,True,False,False,False,False,True,False,False,True
1039.1999999999998,72,3,198,1,1,False,True,False,False,True,False,False,False,True,False,False
1310.4,72,3,480,1,1,False,False,True,False,True,False,False,False,True,False,False
896.4000000000001,41,3,633,1,1,False,True,False,False,False,True,False,False,True,False,False
1132.8000000000002,65,0,605,1,0,False,True,False,False,False,False,True,False,True,False,False
657.5999999999999,13,0,510,0,0,False,False,True,False,False,False,True,False,False,False,True
904.2,4,3,613,1,1,True,False,False,False,False,False,True,False,False,False,True
780.0,41,0,408,0,0,True,False,False,False,False,False,False,True,True,False,False
892.8000000000001,15,3,3002,1,1,False,False,False,True,False,False,True,False,False,False,True
582.5999999999999,1,3,297,0,1,False,False,True,False,False,False,False,True,False,True,False
1188.0,42,2,443,1,1,False,False,True,False,False,False,True,False,True,False,False
1122.0,51,0,599,1,0,False,True,False,False,False,False,True,False,True,False,False
844.8000000000001,2,0,311,1,0,False,False,True,False,False,False,True,False,False,True,False
482.4,1,2,270,0,1,True,False,False,False,False,False,True,False,False,True,False
1004.4,32,0,414,1,0,False,False,True,False,False,True,False,False,True,False,False
238.2,10,0,366,0,0,False,True,False,False,False,False,False,True,False,False,True
714.5999999999999,67,1,497,0,0,False,False,True,False,False,False,True,False,True,False,False
1381.1999999999998,61,3,332,1,1,False,True,False,False,False,True,False,False,True,False,False
1372.1999999999998,50,1,657,1,0,False,False,True,False,False,True,False,False,True,False,False
535.2,2,1,206,0,0,False,False,True,False,False,True,False,False,False,True,False
540.0,29,0,588,0,0,False,False,True,False,False,False,True,False,True,False,False
493.8,3,1,285,0,0,True,False,False,False,False,False,True,False,False,True,False
1282.8000000000002,13,3,130,1,1,False,False,True,False,False,False,True,False,False,False,True
1078.1999999999998,57,0,435,1,0,True,False,False,False,False,False,True,False,True,False,False
598.2,31,1,361,0,0,True,False,False,False,True,False,False,False,True,False,False
1359.6,45,2,233,1,1,False,False,True,False,False,False,False,True,True,False,False
1057.1999999999998,61,1,1154,1,0,False,False,False,True,False,False,False,True,True,False,False
298.79999999999995,50,1,398,0,0,False,False,True,False,True,False,False,False,True,False,False
1260.0,19,1,546,1,0,True,False,False,False,False,False,False,True,False,False,True
232.2,59,0,487,0,0,False,True,False,False,False,False,False,True,True,False,False
291.0,71,0,408,0,0,False,False,True,False,False,True,False,False,True,False,False
1133.4,16,2,471,1,1,False,False,True,False,False,False,True,False,False,False,True
717.0,57,2,395,0,1,False,False,True,False,False,False,True,False,True,False,False
297.6,1,2,185,0,1,True,False,False,False,True,False,False,False,False,True,False
1284.6,20,3,186,1,1,False,False,True,False,False,False,True,False,False,False,True
847.1999999999999,1,1,2337,1,0,False,False,False,True,False,False,False,True,False,True,False
1024.8000000000002,5,1,375,1,0,False,False,True,False,False,False,True,False,False,False,True
1260.6,52,2,527,1,1,True,False,False,False,False,False,True,False,True,False,False
779.4000000000001,21,1,513,0,0,False,False,True,False,True,False,False,False,False,False,True
660.0,14,1,490,0,0,False,True,False,False,False,False,True,False,False,False,True
606.5999999999999,5,2,357,0,1,False,True,False,False,True,False,False,False,False,False,True
661.8,6,2,1395,0,1,False,False,False,True,False,False,False,True,False,False,True
614.4000000000001,10,0,461,0,0,False,False,True,False,False,False,True,False,False,False,True
304.79999999999995,1,0,478,0,0,False,False,True,False,False,False,False,True,False,True,False
653.4000000000001,68,0,50,0,0,False,False,True,False,False,False,False,True,True,False,False
1141.8000000000002,18,1,1832,1,0,False,False,False,True,False,False,False,True,False,False,True
912.0,22,0,296,1,0,False,False,True,False,False,True,False,False,False,False,True
532.2,20,1,417,0,0,False,True,False,False,False,False,True,False,False,False,True
840.0,1,1,279,0,0,False,False,True,False,False,False,True,False,False,True,False
894.0,8,0,394,1,0,True,False,False,False,False,False,True,False,False,False,True
538.2,10,1,368,0,0,True,False,False,False,False,True,False,False,False,False,True
913.2,24,0,376,1,0,False,True,False,False,False,False,True,False,False,False,True
734.4000000000001,35,0,292,0,0,False,False,True,False,False,False,False,True,True,False,False
1041.6,23,2,304,1,1,False,False,True,False,False,False,False,True,False,False,True
1072.1999999999998,6,0,237,1,0,False,False,True,False,False,False,True,False,False,False,True
236.4,12,0,457,0,0,False,False,True,False,False,False,False,True,False,False,True
243.0,1,1,2956,0,0,False,False,False,True,False,False,False,True,False,True,False
912.6,71,2,284,1,1,False,True,False,False,False,False,True,False,True,False,False
1209.6,35,0,628,1,0,True,False,False,False,False,False,True,False,True,False,False
894.5999999999999,40,1,352,1,0,False,False,True,False,False,False,True,False,True,False,False
883.1999999999999,1,0,3724,1,0,False,False,False,True,False,False,False,True,False,True,False
778.8000000000001,23,0,303,0,0,False,True,False,False,True,False,False,False,False,False,True
1145.4,4,1,96,1,0,False,True,False,False,False,False,True,False,False,False,True
1084.8000000000002,4,1,460,1,0,False,False,True,False,False,False,True,False,False,False,True
723.5999999999999,68,1,437,0,0,False,True,False,False,False,True,False,False,True,False,False
982.2,38,1,405,1,0,False,True,False,False,False,False,False,True,True,False,False
297.6,52,3,1986,0,1,False,False,False,True,False,False,False,True,True,False,False
898.8000000000001,32,1,394,1,0,True,False,False,False,False,False,True,False,True,False,False
906.6,29,0,323,1,0,False,False,True,False,False,False,False,True,True,False,False
1213.8000000000002,38,2,354,1,1,False,False,True,False,False,False,True,False,True,False,False
945.0,48,0,526,1,0,False,True,False,False,False,True,False,False,True,False,False
231.0,1,0,427,0,0,False,True,False,False,True,False,False,False,False,True,False
1068.6,22,0,491,1,0,False,False,True,False,False,False,True,False,False,False,True
1380.6,43,0,2314,1,0,False,False,False,True,False,True,False,False,True,False,False
832.1999999999999,5,3,348,0,1,True,False,False,False,False,False,True,False,False,False,True
967.2,5,2,226,1,1,True,False,False,False,False,False,True,False,False,False,True
1320.6,51,1,344,1,0,False,False,True,False,False,True,False,False,True,False,False
238.8,71,0,50,0,0,True,False,False,False,False,True,False,False,True,False,False
963.6,38,0,2027,1,0,False,False,False,True,False,True,False,False,True,False,False
1117.8000000000002,24,0,387,1,0,False,True,False,False,False,False,True,False,False,False,True
1098.0,35,0,484,1,0,False,True,False,False,False,True,False,False,True,False,False
989.4,54,1,359,1,0,True,False,False,False,True,False,False,False,True,False,False
720.0,72,1,452,0,0,False,True,False,False,False,False,True,False,True,False,False
537.5999999999999,1,1,73,0,0,False,False,True,False,False,False,True,False,False,True,False
583.2,9,0,391,0,0,False,True,False,False,False,False,False,True,False,False,True
720.5999999999999,69,3,148,0,1,False,True,False,False,True,False,False,False,True,False,False
1232.4,52,1,218,1,0,False,False,True,False,False,True,False,False,True,False,False
994.8,11,1,371,1,0,True,False,False,False,False,False,True,False,False,False,True
844.1999999999999,2,1,3521,0,0,False,False,False,True,False,False,True,False,False,True,False
430.8,28,0,455,0,0,False,True,False,False,False,False,True,False,True,False,False
991.8,17,0,402,1,0,False,False,True,False,False,True,False,False,False,False,True
238.2,35,0,397,0,0,False,True,False,False,False,False,False,True,True,False,False
230.4,8,2,292,0,1,False,False,True,False,False,False,False,True,False,False,True
1138.8000000000002,46,0,318,1,0,False,False,True,False,False,True,False,False,True,False,False
886.1999999999999,7,0,464,1,0,False,True,False,False,False,False,True,False,False,False,True
967.2,2,0,192,1,0,False,False,True,False,False,False,False,True,False,True,False
909.6,68,0,488,1,0,False,True,False,False,True,False,False,False,True,False,False
1255.1999999999998,43,2,341,1,1,False,False,True,False,False,False,True,False,True,False,False
1057.8000000000002,68,1,523,1,0,False,False,True,False,False,False,True,False,True,False,False
1137.6,36,1,544,1,0,False,False,True,False,False,True,False,False,True,False,False
1240.8000000000002,63,0,149,1,0,True,False,False,False,False,False,True,False,True,False,False
655.8,32,1,312,0,0,False,True,False,False,True,False,False,False,True,False,False
1029.0,71,1,1815,1,0,False,False,False,True,False,True,False,False,True,False,False
809.4000000000001,66,0,128,0,0,False,False,True,False,True,False,False,False,True,False,False
246.0,63,0,245,0,0,False,False,True,False,False,False,False,True,True,False,False
243.0,41,0,766,0,0,True,False,False,False,False,True,False,False,True,False,False
865.1999999999999,1,1,491,1,0,False,False,True,False,False,False,True,False,False,True,False
1084.8000000000002,2,1,687,1,0,False,False,True,False,False,False,True,False,False,True,False
233.4,70,0,524,0,0,False,True,False,False,True,False,False,False,True,False,False
539.4000000000001,23,0,288,0,0,False,False,True,False,False,False,True,False,False,False,True
1164.0,64,1,342,1,0,True,False,False,False,True,False,False,False,True,False,False
753.5999999999999,37,1,488,0,0,False,True,False,False,False,True,False,False,True,False,False
535.2,17,2,465,0,1,False,False,True,False,False,False,False,True,False,False,True
1069.8000000000002,7,1,313,1,0,False,False,True,False,False,False,True,False,False,False,True
1017.6,4,0,173,1,0,False,False,True,False,True,False,False,False,False,False,True
502.8,21,0,893,0,0,True,False,False,False,False,False,True,False,False,False,True
963.0,10,1,2387,1,0,False,False,False,True,True,False,False,False,False,False,True
649.2,16,0,351,0,0,False,False,True,False,False,False,True,False,False,False,True
1263.0,64,1,417,1,0,False,False,True,False,False,False,True,False,True,False,False
369.0,27,3,2305,0,1,False,False,False,True,False,True,False,False,True,False,False
1165.1999999999998,42,1,418,1,0,False,True,False,False,False,False,True,False,True,False,False
